cityName,countryName,latitude,longitude
La Floresta,Uruguay,-34.7503543,-55.6856213
Kalidawir,Indonesia,-8.1950813,111.9403254
Yangon,Myanmar,16.8660694,96.195132
Enköping,Sweden,59.5721558,17.5208372
Ferapontovo,Russia,59.9519165,38.5788289
Fílla,Greece,38.4415297,23.6824627
Amieira do Tejo,Portugal,39.5093131,-7.8148208
Warungpeuteuy,Indonesia,-7.1480086,107.8995629
Ruda-Huta,Poland,51.2358934,23.5939963
Caramay,Philippines,10.1866432,119.232122
Bertoua,Cameroon,4.5791946,13.6767958
Kanungu,Uganda,-0.8897256,29.7831356
Ryōtsu-minato,Japan,38.0775948,138.439631
Arma,Peru,-12.09985,-77.0197479
Beaune,France,47.3410322,1.1586866
Bentengjawa,Indonesia,-8.5305384,120.5766976
Limboto,Indonesia,0.6877958,122.9775675
Duobaoshan,China,24.8415601,99.0818001
Blangkejeren,Indonesia,3.9967196,97.3416152
Sofrino,Russia,55.7443873,37.6001786
Ringinagung,Indonesia,-7.6645385,111.3158022
Matango,Indonesia,-4.6633041,120.0141251
Boston,United States,42.3604802,-71.0590624
Rozkishne,Ukraine,48.4902808,39.2712224
Daxing,China,39.726929,116.341395
Krasnogvardeyets,Russia,57.9258984,59.970317
Khashuri,Georgia,41.9837685,43.5865947
Hong’an Chengguanzhen,China,31.273176,114.603098
Valença,Brazil,-22.2496709,-43.8290988
Zhonghe,China,39.9666494,116.4041472
Yujing,China,32.5741081,-117.0553896
Kurnāz,Syria,35.3837308,36.4851204
Padang,Indonesia,-0.9470832,100.417181
Naguilian,Philippines,14.7292218,121.051001
Mmathubudukwane,Botswana,-24.6,26.43
Banjar Paangkelod,Indonesia,-8.6791477,115.1786531
Huaping,China,26.629211,101.266195
Vishow,Belarus,53.905048,27.5393261
Tomay Kichwa,Peru,-10.07722,-76.21194
Schäffern,Austria,47.4778423,16.1089064
Kaeng Khoi,Thailand,14.5801157,101.003522
Topeka,United States,39.026091,-95.7226884
Sandyford,Ireland,53.719155,-6.3422325
Marataizes,Brazil,-19.4704956,-42.4548328
Telpaneca,Nicaragua,13.5292779,-86.2856819
Youchou,China,28.957666,109.150848
Mutum,Brazil,-19.9125279,-41.4812771
Baicheng,China,45.619588,122.838826
Stockholm,Sweden,59.3092322,18.0807273
Thị Trấn Quế,Vietnam,20.579097,105.8711861
Porto Feliz,Brazil,-23.2248099,-47.4882762
Castilla,Philippines,14.6087807,121.0334173
Malabago,Philippines,15.9754252,120.3554727
Barra Cheia,Portugal,38.6134405,-9.0019336
Pacajus,Brazil,-4.1731846,-38.460945
Gaozhuang,China,34.810487,117.323725
Masallātah,Libya,32.5836375,14.0362587
Girona,Spain,42.2470995,2.0763253
Purwodadi,Indonesia,-7.0872117,110.9134113
Nizhneivkino,Russia,58.1951391,49.5179263
Mê Linh,Vietnam,21.1753431,105.7308045
Hinunangan,Philippines,10.385548,125.213831
Monjarás,Honduras,13.1981877,-87.3785917
Oguta,Nigeria,5.7055314,6.8083063
Kembangkerang Lauk Timur,Indonesia,-8.5583,116.5378
Viking,Canada,53.10014,-111.76844
Piggs Peak,Swaziland,-25.9685155,31.2483291
Zhongchao,China,40.63181,122.526443
Pierreville,Canada,46.07034,-72.81125
Zharkovskiy,Russia,55.8502008,32.2633061
Wakiso,Uganda,0.3987229,32.4792744
Pital,Colombia,2.266733,-75.803848
Antíparos,Greece,36.9884302,25.0406679
Lukunor,Micronesia,5.5047283,153.8190084
Puchong,Malaysia,3.0015321,101.6184908
Byczyna,Poland,51.11327,18.21114
Boncong,Indonesia,-6.7757862,111.7465609
Singgugu,Indonesia,-7.1398,108.3549
Oebaki,Indonesia,-9.9423239,124.3865392
Maromme,France,49.3061777,-0.5870032
Wattegama,Sri Lanka,7.342773,80.682308
Santa Maria do Souto,Portugal,41.5146956,-8.2971003
Tukhlya,Ukraine,48.9234517,23.4793196
Thị Xã Lai Châu,Vietnam,22.4033272,103.393389
Nyinqug,China,35.201931,100.847521
Złota,Poland,49.8799472,20.6937448
Manzini,Swaziland,-26.5081999,31.3713164
El Monte,Chile,-33.6815281,-70.9853968
Neskaupstaður,Iceland,65.1474586,-13.6711979
Kawengan,Indonesia,-6.944465,111.4782661
Divnomorskoye,Russia,44.5047212,38.1300171
Dongjin,China,32.026097,112.232692
Wangbuzhuang,China,36.962883,115.260968
Petrikov,Ukraine,49.5290136,25.5783873
Vostryakovo,Russia,55.6613674,37.4429397
Suponevo,Russia,53.2077345,34.3210714
São José do Rio Preto,Brazil,-20.811761,-49.3762272
Liuzikou,China,39.876176,117.355421
Montinho,Portugal,41.1241415,-8.2082378
Jiaoxie,China,22.705124,113.316811
Houston,United States,29.8743418,-95.5485295
Aleksandrów,Poland,51.2568887,19.9864728
Karanlukh,Armenia,40.2047139,44.5128424
Pābna,Bangladesh,24.0308651,89.2275131
Yotsukaidō,Japan,35.662808,140.164927
Pilcaniyeu,Argentina,-38.7418721,-62.2206382
Drezdenko,Poland,52.83797,15.83104
Tambak,Philippines,13.9743478,121.6910432
Robonkon,Philippines,8.1679082,124.1582966
Cox’s Bāzār,Bangladesh,21.4394636,92.0077316
Masis,Armenia,40.0634518,44.4410909
Betio Village,Kiribati,1.3566345,172.9299068
La Agustina,Dominican Republic,18.4931208,-69.9293076
Qalqaman,Kazakhstan,51.1480274,71.4256221
Itami,Japan,34.7791206,135.4203895
Makin Village,Kiribati,3.1166667,172.8
La Cesira,Argentina,-33.95115,-62.97238
Lugovoy,Kazakhstan,42.9438711,72.7617572
Prilep,Macedonia,41.3400747,21.5500203
Lidong,China,39.9791423,117.0643296
Palencia,Guatemala,14.6698,-90.357
Huishangang,China,28.285697,112.251062
Hegeng,China,29.129743,105.877112
Guicheng,China,23.03616,113.197169
Morgados,Portugal,38.5642115,-9.0940605
Severnoye,Russia,55.7977131,38.439524
Jesenice,Czech Republic,50.0843138,12.4747444
Choco,Peru,-15.576624,-72.1293262
Nzeto,Angola,-7.2269461,12.8687414
Santa Venera,Malta,35.892944,14.476536
Zwierzyniec,Poland,50.61404,22.97512
Sobang,Indonesia,-6.6111074,105.7703287
Puerto Eldorado,Argentina,-25.6188002,-54.5616444
Pyapon,Myanmar,16.2850333,95.6799816
Bílovec,Czech Republic,49.7563861,18.0158192
Zharkent,Kazakhstan,44.166512,79.999974
Imbituva,Brazil,-25.2641605,-50.6378804
Xinzhai,China,36.809895,116.428916
Caofang,China,40.2538143,122.1250106
Niedercorn,Luxembourg,49.5508306,5.9340983
Sokyryany,Ukraine,48.4495656,27.4110397
Kotawaikabubak,Indonesia,-9.635569,119.413498
Pancan,Peru,-11.748639,-75.4854472
Carazinho,Brazil,-28.2963334,-52.793776
Kadubadak,Indonesia,-6.6551319,105.8466437
Huafeng,China,27.789796,120.67484
Margasari,Indonesia,-7.0976672,109.0215438
Virbalis,Lithuania,54.62667,22.81694
Maszkienice,Poland,49.988725,20.7001411
Xinqiao,China,31.058765,121.315718
Youngstown,United States,41.1071733,-80.5993854
Loei,Thailand,17.4605379,101.7523854
Langpas,Philippines,6,120.9666672
Cinyawang,Indonesia,-7.5746526,108.7690065
Dajt,Albania,41.3934697,19.9165644
Nanyanchuan,China,38.476374,114.24517
Gjinoc,Kosovo,42.3155073,20.816549
Kuncen,Indonesia,-7.6535289,110.6749978
Cumaná,Venezuela,10.431916,-64.183316
Silgueiros,Portugal,40.7143433,-8.0108755
Honolulu,United States,21.3039859,-157.8625674
Sorongan,Indonesia,-6.7513288,105.7527221
Liutao,China,39.5969371,116.0715378
Rutana,Burundi,-3.9257199,29.9899512
Ferbane,Ireland,51.8862378,-8.4824714
Sukadana Selatan,Indonesia,-2.7540915,116.3426552
Asheville,United States,35.5873507,-82.4874499
Cuenca,Peru,-12.0575891,-76.9423651
Aygezard,Armenia,39.9592176,44.600243
Freiburg im Breisgau,Germany,48.0044582,7.8374651
Bent Jbaïl,Lebanon,33.120548,35.4335263
Khu Khan,Thailand,15.1089475,104.329829
Somita,Gambia,13.2063104,-16.3037052
Mikhaylovsk,Russia,56.4428126,59.129251
Tan-Tan,Morocco,28.4380408,-11.0987374
Voloka,Ukraine,48.1944728,25.9320036
Guiwu,China,32.86593,118.516053
Tegalsari,Indonesia,-8.401854,114.118103
Rueil-Malmaison,France,48.8708001,2.166848
Viļāni,Latvia,56.5501038,26.9229659
Juncalito Abajo,Dominican Republic,19.2199,-70.81905
Kostomuksha,Russia,64.5950323,30.6115492
Belverde,Portugal,38.6015735,-9.1396466
Sepīdān,Iran,30.0450571,52.2762322
Mesógi,Cyprus,34.819583,32.4608775
Shiroishi,Japan,37.136977,140.4367415
Kralupy nad Vltavou,Czech Republic,50.2416453,14.310645
Quintães,Portugal,41.5175253,-8.6009313
Pamplona/Iruña,Spain,42.8045028,-1.6432837
Halayhay,Philippines,14.3705235,120.8168869
Siikajoki,Finland,64.8155446,24.7665727
Kaustinen,Finland,63.537266,23.6993197
Pomabamba,Peru,-8.8228089,-77.4569804
Sohbatpur,Pakistan,28.4499078,68.4494842
Nakhon Nayok,Thailand,14.0786882,101.0259275
Igbeti,Nigeria,8.7531549,4.1360234
Kansas City,United States,39.3035567,-94.7195096
Hanjiaji,China,29.117096,110.479191
Sagara,Japan,34.6850948,138.1992472
Sungai Iyu,Indonesia,4.4054033,98.1680005
Zehak,Iran,30.8908344,61.680106
Arboga,Sweden,59.3917649,15.8447572
San Miguel,Mexico,19.3579802,-99.0806088
Panguna,Papua New Guinea,-6.308009,155.477221
Honkajoki,Finland,62.1588835,22.2669813
Tayturka,Russia,52.86917,103.46083
Longjumeau,France,48.6939078,2.3491182
Podosinovets,Russia,60.2737879,47.0693131
Shanghu,China,31.2303904,121.4737021
Sar Chakān,Afghanistan,35.70178,65.23055
Kālābāgh,Pakistan,32.9005808,71.4599651
Pisz,Poland,53.8044834,21.7303948
Dongshi,China,24.660711,118.460176
Esquipulas Palo Gordo,Guatemala,14.9417812,-91.8252028
Niafunké,Mali,16.0271237,-3.9878427
Situbondo,Indonesia,-7.7888522,114.1914951
Tanudan,Philippines,17.2906593,121.1666679
Pärnu-Jaagupi,Estonia,58.610989,24.5034541
Pakalongan,Indonesia,-6.8898362,109.6745916
Cuito,Angola,-15.1632458,19.1612478
Thành Phố Thái Bình,Vietnam,20.4463471,106.3365828
Mae Ramat,Thailand,17.0597577,98.6160674
Hamburg,Germany,53.5830905,9.7537598
Asen,Bulgaria,42.6700312,23.3695036
Tālīn,Syria,35.14849,36.03288
Sangari,Indonesia,-8.5294459,119.0109502
Sikasso,Mali,11.3223834,-5.6983979
Wiślica,Poland,50.3483062,20.6741631
Songculan,Philippines,9.6365101,123.8536209
Shchūchīnsk,Kazakhstan,52.9352213,70.188509
Lincoln,United States,40.8247318,-96.6157192
Gränna,Sweden,58.0250234,14.4700948
Shuanglong,China,29.956858,107.209965
El Quetzal,Guatemala,14.6213127,-90.5500942
Karangbungur,Indonesia,-6.6652456,107.9117062
Kutloanong,South Africa,-26.1597581,27.7767972
Wąsosz,Poland,51.5623852,16.69165
San Cristóbal,Dominican Republic,18.932625,-70.4079274
Kliwon Cibingbin,Indonesia,-7.0583,108.7592
Kagoro,Nigeria,9.614603,8.39358
Újezd,Czech Republic,49.7647258,16.9050077
Jawor,Poland,51.4633686,19.0896399
Tomelilla,Sweden,55.5480165,13.931553
Tambo,Peru,-12.95689,-74.023193
Jiaohu,China,35.319084,114.540858
Pampas,Peru,-12.3992902,-74.8659421
Calilegua,Argentina,-23.7753206,-64.7701885
Concordia,Honduras,14.6322366,-86.6736997
Saint Louis,United States,38.6289203,-90.2051538
Las Palmas,Panama,8.0036924,-81.5596427
Mailag,Philippines,7.9855625,125.1375831
Goubangzi,China,41.375722,121.781518
Kamnica,Slovenia,46.5734584,15.6125252
Riba de Ave,Portugal,41.385858,-8.3854178
Saint-Ouen,France,46.5993244,-1.1457859
Hiji,Japan,26.7255231,128.1765722
Palaihari,Indonesia,-3.7901775,114.7380385
Gómez,Panama,8.5657243,-82.7387601
Yemva,Russia,62.5898079,50.8599404
Havtsal,Mongolia,48.6618569,91.339774
Boguchar,Russia,49.9378835,40.5529044
Oyo,Nigeria,7.8429579,3.9368439
Munkedal,Sweden,58.4592933,11.6761027
Callao,Peru,-12.0508491,-77.1259843
Mojorejo,Indonesia,-7.9017349,112.5632485
Uva,Russia,56.8802017,52.2966875
Dahua,China,23.736457,107.998149
Burrel,Albania,41.6089452,20.006257
Shaxi,China,26.312444,99.850365
Oster,Russia,47.2299246,39.7503269
Taoyuan,China,24.9936281,121.3009798
Rakitovo,Bulgaria,42.0256471,24.1082622
Los Nogales,Mexico,25.8038312,-100.3027856
Colón,Argentina,-34.6661172,-58.5288333
Mainang,Indonesia,-3.4627078,102.5318032
Tsumeb,Namibia,-19.2443226,17.728092
Le Mans,France,47.9956173,0.1924459
Shanhou,China,23.354091,116.681972
Longgang,China,22.720974,114.246899
Yogyakarta,Indonesia,-7.7955798,110.3694896
Chengbei,China,36.650038,101.766228
Pashkovskiy,Russia,45.0169373,39.1009227
Minnedosa,Canada,50.2477455,-99.8375158
Porto de Mós,Portugal,39.6022749,-8.8165669
Shibata,Japan,34.705939,135.4972513
‘Ābūd,Palestinian Territory,32.016539,35.068807
Souto,Portugal,41.5608072,-8.5863716
Franca,Brazil,-20.5503886,-47.3951378
Jaboatão dos Guararapes,Brazil,-8.1693806,-34.9370588
Santi Suk,Thailand,18.7915629,100.7832784
Luan Balu,Indonesia,2.6087182,96.1686077
Giồng Riềng,Vietnam,9.9238222,105.3728845
Tuguan,China,23.146358,113.265008
Setonokalong,Indonesia,-8.0934,111.9629
San Bernardino,Paraguay,-25.3461531,-57.2705691
Stockholm,Sweden,59.7411336,18.3453989
Bègles,France,44.7947734,-0.5339182
Mafang,China,21.912701,111.902604
Krajan,Indonesia,-7.5450262,111.6556388
Helsingborg,Sweden,56.0212332,12.7210712
Tajinan,Indonesia,-8.0503973,112.6794582
Vide,Portugal,20.6518868,-105.2061347
Kedrovyy,Russia,53.8072015,87.372095
Balitai,China,38.94081,117.325744
Bradenton,United States,27.4404047,-82.5828377
Yingtou,China,35.656128,112.117922
Legen,Slovenia,46.5010451,15.1077845
Bisée,Saint Lucia,14.0242809,-60.9758292
Wangzuizi,China,36.222959,107.788257
Yuanping,China,38.731402,112.711058
Coaraci,Brazil,-14.6486494,-39.5898526
Qaram Qōl,Afghanistan,36.533333,69.016667
Konduga,Nigeria,11.6485321,13.4193903
Arenal,Peru,-4.8905153,-81.0368211
Puwa,China,30.849368,85.240127
Poá,Brazil,-23.5198964,-46.3408798
Pruchnik,Poland,49.9061322,22.5155104
Novyy Oskol,Russia,50.7885238,37.8995347
Krajan Curahcotok,Indonesia,-7.7169,114.0643
Támara,Honduras,14.1899344,-87.3314264
Telgawah,Indonesia,-6.8245964,111.4544179
Tirana,Albania,41.3275459,19.8186982
Alto del Espino,Panama,8.8443024,-79.8548823
Atarodangwautu,Indonesia,-8.1836,123.759
Kidatu,Tanzania,-7.703889,36.9565089
Lagnieu,France,45.8367628,5.2900333
Sauga,Estonia,58.4286125,24.498407
Ebetsu,Japan,43.0641899,141.4864943
Strasbourg,France,48.5851876,7.7342943
Guifeng,China,28.314706,117.343545
Runjin,China,47.949239,126.276226
Novyye Kuz’minki,Russia,55.7,37.75
Jianshe,China,31.7711077,119.9742793
San Vicente Pacaya,Guatemala,14.413539,-90.633471
Aomori Shi,Japan,33.5449468,131.4194175
Sukasada,Indonesia,-8.1928129,115.1177654
Lichtenburg,South Africa,-26.3593066,25.9068847
Yilongyong,China,42.629452,120.639361
Aţ Ţawīlah,Yemen,15.4960415,43.739395
Iwaki,Japan,38.4507739,140.3089223
Johor Bahru,Malaysia,1.5604242,103.6384827
Dargaz,Iran,37.4454804,59.1099161
Conchal,Brazil,-22.3664524,-47.1557087
Lebu,Chile,-37.6097143,-73.6483294
Guarabira,Brazil,-6.8739016,-35.4562795
Mejdan - Obilićevo,Bosnia and Herzegovina,44.76324,17.19012
Mekkaw,Nigeria,7.45,2.85
Ignalina,Lithuania,55.3734577,26.2092274
Ledok,Indonesia,-6.8857846,111.2219041
Thị Trấn Quan Hóa,Vietnam,20.3814569,105.1171246
Vidzy,Belarus,55.3948269,26.6327297
Jiawu,China,28.271297,87.128131
São Pedro,Portugal,40.1271927,-8.8576516
Mullagh,Ireland,51.8895954,-8.4977746
Lisków,Poland,51.8326054,18.3984345
Businovo,Russia,55.8824,37.489685
Laveiras,Portugal,38.708348,-9.2716405
Passos,Portugal,41.5654743,-8.408069
Dongchen,China,39.928353,116.416357
Sosnogorsk,Russia,63.593219,53.9068532
Strezhevoy,Russia,60.7353362,77.6065163
Jiesheng,China,22.713664,115.458167
Villeurbanne,France,45.7646846,4.861724
Antipolo,Philippines,14.5697565,121.0247172
Calingcuan,Philippines,15.399652,120.5982723
Jawhar,Somalia,2.7774231,45.5016253
Rokytnice nad Jizerou,Czech Republic,50.728686,15.4452326
Sumberrejo,Indonesia,-7.1234674,111.8479156
Nartkala,Russia,43.555139,43.8674076
Senahú,Guatemala,15.3733776,-89.7790986
Osielec,Poland,49.6805192,19.7822663
Poligny,France,48.0395425,-0.705495
Huanggangshan,China,27.8608333,117.7841666
Beja,Portugal,38.0208091,-7.8554287
Mérignac,France,47.9544744,-2.0532343
Zushi,Japan,34.82828,135.6292708
Nowe Miasto nad Pilicą,Poland,51.62883,20.52487
Verrettes,Haiti,19.0487026,-72.4701945
Kadoma,Japan,34.7385063,135.5737861
Zhangshi,China,37.187796,115.387259
Benisheikh,Nigeria,11.804149,12.5183307
Duru,China,31.269454,95.63196
Viligili,Maldives,0.7573413,73.434227
